Flight,F-IATA,F-City,F-Country,F-Term,F-Time,T-IATA,T-City,T-Country,T-Term,T-Time,Distance,Duration
EZY1186,BER,Berlin Brandenburg,Germany,Terminal 1,08:30,BSL,Basel,Switzerland,checkin Swiss sector,10:00,399,90
EZY1190,BER,Berlin Brandenburg,Germany,Terminal 1,21:10,BSL,Basel,Switzerland,checkin Swiss sector,22:40,399,90
EZY5185,BER,Berlin Brandenburg,Germany,Terminal 1,09:50,BSL,Basel,Switzerland,checkin Swiss sector,11:20,399,90
EZY2934,BER,Berlin Brandenburg,Germany,Terminal 1,16:35,BRS,Bristol,United Kingdom,,17:40,669,125
EZY5263,BER,Berlin Brandenburg,Germany,Terminal 1,06:30,CPH,Copenhagen,Denmark,,07:40,284,70
EZY5267,BER,Berlin Brandenburg,Germany,Terminal 1,19:40,CPH,Copenhagen,Denmark,,20:50,284,70
EZY5009,BER,Berlin Brandenburg,Germany,Terminal 1,13:40,CHQ,Crete Chania,Greece,Terminal 1,17:50,1297,190
EZY3262,BER,Berlin Brandenburg,Germany,Terminal 1,17:35,EDI,Edinburgh,United Kingdom,,18:50,769,135
EZY3162,BER,Berlin Brandenburg,Germany,Terminal 1,20:40,GLA,Glasgow,United Kingdom,,22:00,817,140
EZY8622,BER,Berlin Brandenburg,Germany,Terminal 1,14:35,LGW,London Gatwick,United Kingdom,North Terminal,15:40,669,125
EZY8626,BER,Berlin Brandenburg,Germany,Terminal 1,17:50,LGW,London Gatwick,United Kingdom,North Terminal,18:55,669,125
EZY8630,BER,Berlin Brandenburg,Germany,Terminal 1,10:20,LGW,London Gatwick,United Kingdom,North Terminal,11:25,669,125
EZY7334,BER,Berlin Brandenburg,Germany,Terminal 1,10:50,PMI,Majorca Palma,Spain,,13:35,1010,165
EZY7336,BER,Berlin Brandenburg,Germany,Terminal 1,19:10,PMI,Majorca Palma,Spain,,21:55,1010,165
EZY5105,BER,Berlin Brandenburg,Germany,Terminal 1,06:00,AGP,Malaga,Spain,,09:35,1488,215
EZY5063,BER,Berlin Brandenburg,Germany,Terminal 1,08:10,LIN,Milan Linate,Italy,,10:00,575,110
EZY5071,BER,Berlin Brandenburg,Germany,Terminal 1,14:20,LIN,Milan Linate,Italy,,16:10,575,110
EZY5073,BER,Berlin Brandenburg,Germany,Terminal 1,21:00,LIN,Milan Linate,Italy,,22:50,575,110
EZY4266,BER,Berlin Brandenburg,Germany,Terminal 1,10:00,NAP,Naples,Italy,,12:20,817,140
EZY5053,BER,Berlin Brandenburg,Germany,Terminal 1,17:45,NAP,Naples,Italy,,20:00,769,135
EZY5145,BER,Berlin Brandenburg,Germany,Terminal 1,09:30,NCE,Nice,France,Terminal 2,11:40,742,130
EZY4632,BER,Berlin Brandenburg,Germany,Terminal 1,15:05,CDG,Paris Charles de Gaulle,France,,17:00,588,115
EZY4634,BER,Berlin Brandenburg,Germany,Terminal 1,20:35,CDG,Paris Charles de Gaulle,France,,22:30,588,115
EZY5147,BER,Berlin Brandenburg,Germany,Terminal 1,07:30,CDG,Paris Charles de Gaulle,France,,09:25,588,115
EZY4898,BER,Berlin Brandenburg,Germany,Terminal 1,10:20,ORY,Paris Orly,France,,12:10,575,110
EZY5153,BER,Berlin Brandenburg,Germany,Terminal 1,18:05,ORY,Paris Orly,France,,19:55,575,110
EZY5331,BER,Berlin Brandenburg,Germany,Terminal 1,15:10,OPO,Porto,Portugal,,17:35,1401,205
EZY5079,BER,Berlin Brandenburg,Germany,Terminal 1,07:10,FCO,Rome Fiumicino,Italy,Terminal 3,09:25,769,135
EZY5055,BER,Berlin Brandenburg,Germany,Terminal 1,12:45,OLB,Sardinia Olbia,Italy,Terminal 1,15:05,817,140
EZY5077,BER,Berlin Brandenburg,Germany,Terminal 1,10:40,CTA,Sicily Catania,Italy,Terminal A,13:30,1053,170
EZY5215,BER,Berlin Brandenburg,Germany,Terminal 1,13:05,SPU,Split,Croatia,,15:00,588,115
EZY5247,BER,Berlin Brandenburg,Germany,Terminal 1,18:40,ARN,Stockholm Arlanda,Sweden,,20:30,575,110
EZY5303,BER,Berlin Brandenburg,Germany,Terminal 1,08:00,TLV,Tel Aviv,Israel,Terminal 1,13:15,1779,255
EZY5361,BER,Berlin Brandenburg,Germany,Terminal 1,07:10,TIV,Tivat,Montenegro,,09:20,742,130
EZY5103,BER,Berlin Brandenburg,Germany,Terminal 1,10:30,VLC,Valencia,Spain,,13:35,1194,185
EZY4076,BER,Berlin Brandenburg,Germany,Terminal 1,21:10,VCE,Venice Marco Polo,Italy,,22:55,538,105
EZY4078,BER,Berlin Brandenburg,Germany,Terminal 1,16:55,VCE,Venice Marco Polo,Italy,,18:40,538,105
EZY5187,BER,Berlin Brandenburg,Germany,Terminal 1,06:00,ZRH,Zurich,Switzerland,,07:35,450,95
EZY4316,BIQ,Biarritz,France,,21:45,LYS,Lyon,France,T1,23:00,310,75
EZY1610,BIQ,Biarritz,France,,21:10,NCE,Nice,France,Terminal 2,22:35,387,85
EZY8002,BIO,Bilbao,Spain,,10:30,LGW,London Gatwick,United Kingdom,North Terminal,11:20,575,110
EZY2006,BIO,Bilbao,Spain,,15:25,MAN,Manchester,United Kingdom,Terminal 1,16:25,695,120
EZY7842,BHX,Birmingham,United Kingdom,,08:00,AMS,Amsterdam,Netherlands,,10:25,387,85
EZY7844,BHX,Birmingham,United Kingdom,,15:45,AMS,Amsterdam,Netherlands,,18:15,399,90
EZY26,BHX,Birmingham,United Kingdom,,07:35,BFS,Belfast Intl,United Kingdom,,08:40,239,65
EZY28,BHX,Birmingham,United Kingdom,,11:05,BFS,Belfast Intl,United Kingdom,,12:10,239,65
EZY30,BHX,Birmingham,United Kingdom,,15:10,BFS,Belfast Intl,United Kingdom,,16:15,239,65
EZY32,BHX,Birmingham,United Kingdom,,18:40,BFS,Belfast Intl,United Kingdom,,19:40,239,60
EZY34,BHX,Birmingham,United Kingdom,,22:00,BFS,Belfast Intl,United Kingdom,,23:00,239,60
EZY332,BHX,Birmingham,United Kingdom,,08:20,EDI,Edinburgh,United Kingdom,,09:30,284,70
EZY336,BHX,Birmingham,United Kingdom,,21:30,EDI,Edinburgh,United Kingdom,,22:40,284,70
EZY1572,BHX,Birmingham,United Kingdom,,18:15,GVA,Geneva,Switzerland,,20:55,482,100
EZY428,BHX,Birmingham,United Kingdom,,08:45,GLA,Glasgow,United Kingdom,,10:00,310,75
EZY430,BHX,Birmingham,United Kingdom,,12:25,GLA,Glasgow,United Kingdom,,13:40,310,75
EZY432,BHX,Birmingham,United Kingdom,,21:30,GLA,Glasgow,United Kingdom,,22:45,310,75
EZY7254,BHX,Birmingham,United Kingdom,,09:25,PMI,Majorca Palma,Spain,,12:55,888,150
EZY6596,BJV,Bodrum,Turkey,Terminal 1,15:30,LGW,London Gatwick,United Kingdom,South Terminal,17:35,1667,245
EZY1813,BOD,Bordeaux,France,Billi L,14:50,AJA,Ajaccio Corsica,France,,16:25,450,95
EZY1070,BOD,Bordeaux,France,Billi L,08:00,BSL,Basel,Switzerland,checkin Swiss sector,09:25,439,85
EZY1072,BOD,Bordeaux,France,Billi L,21:10,BSL,Basel,Switzerland,checkin Swiss sector,22:35,439,85
EZY2770,BOD,Bordeaux,France,Billi L,13:35,BRS,Bristol,United Kingdom,,14:10,462,95
EZY1955,BOD,Bordeaux,France,Billi L,12:05,CPH,Copenhagen,Denmark,,14:40,921,155
EZY1320,BOD,Bordeaux,France,Billi L,11:25,GVA,Geneva,Switzerland,,12:40,345,75
EZY1324,BOD,Bordeaux,France,Billi L,21:25,GVA,Geneva,Switzerland,,22:45,345,80
EZY1821,BOD,Bordeaux,France,Billi L,06:40,LIL,Lille,France,,08:05,434,85
EZY1823,BOD,Bordeaux,France,Billi L,18:30,LIL,Lille,France,,19:55,434,85
EZY7606,BOD,Bordeaux,France,Billi L,15:05,LIS,Lisbon,Portugal,T1,16:05,602,120
EZY7608,BOD,Bordeaux,France,Billi L,22:10,LIS,Lisbon,Portugal,T1,23:10,602,120
EZY6452,BOD,Bordeaux,France,Billi L,11:50,LGW,London Gatwick,United Kingdom,South Terminal,12:35,437,105
EZY8382,BOD,Bordeaux,France,Billi L,07:00,LGW,London Gatwick,United Kingdom,North Terminal,07:40,437,100
EZY1815,BOD,Bordeaux,France,Billi L,07:00,LYS,Lyon,France,T1,08:10,290,70
EZY1817,BOD,Bordeaux,France,Billi L,19:50,LYS,Lyon,France,T1,21:00,290,70
EZY4310,BOD,Bordeaux,France,Billi L,08:45,LYS,Lyon,France,T1,09:55,290,70
EZY4312,BOD,Bordeaux,France,Billi L,21:00,LYS,Lyon,France,T1,22:10,290,70
EZY7302,BOD,Bordeaux,France,Billi L,13:10,PMI,Majorca Palma,Spain,,14:35,387,85
EZY2112,BOD,Bordeaux,France,Billi L,14:00,MAN,Manchester,United Kingdom,Terminal 1,15:00,637,120
EZY1905,BOD,Bordeaux,France,Billi L,16:35,RAK,Marrakech,Morocco,,18:15,994,160
EZY1803,BOD,Bordeaux,France,Billi L,07:00,MRS,Marseille Provence,France,Terminal 2,08:10,284,70
EZY1805,BOD,Bordeaux,France,Billi L,10:25,MRS,Marseille Provence,France,Terminal 2,11:35,284,70
EZY1807,BOD,Bordeaux,France,Billi L,19:10,MRS,Marseille Provence,France,Terminal 2,20:20,284,70
EZY3804,BOD,Bordeaux,France,Billi L,18:25,MXP,Milan Malpensa,Italy,T2,20:00,464,95
EZY1618,BOD,Bordeaux,France,Billi L,11:00,NCE,Nice,France,Terminal 2,12:20,402,80
EZY1620,BOD,Bordeaux,France,Billi L,20:55,NCE,Nice,France,Terminal 2,22:15,402,80
EZY1825,BOD,Bordeaux,France,Billi L,10:20,NCE,Nice,France,Terminal 2,11:40,402,80
EZY1873,BOD,Bordeaux,France,Billi L,14:45,OPO,Porto,Portugal,,15:25,482,100
EZY4306,BES,Brest Brittany,France,,09:30,LYS,Lyon,France,T1,11:05,486,95
EZY1120,BDS,Brindisi,Italy,,21:30,BSL,Basel,Switzerland,checkin Swiss sector,23:30,704,120
EZY1426,BDS,Brindisi,Italy,,14:40,GVA,Geneva,Switzerland,,16:35,708,115
EZY3518,BDS,Brindisi,Italy,,10:45,MXP,Milan Malpensa,Italy,T2,12:30,578,105
EZY3520,BDS,Brindisi,Italy,,22:10,MXP,Milan Malpensa,Italy,T2,23:50,578,100
EZY2723,BRS,Bristol,United Kingdom,,10:15,ALC,Alicante,Spain,,13:45,911,150
EZY2743,BRS,Bristol,United Kingdom,,20:20,ALC,Alicante,Spain,,23:45,911,145
EZY2921,BRS,Bristol,United Kingdom,,07:05,AMS,Amsterdam,Netherlands,,09:25,327,80
EZY2923,BRS,Bristol,United Kingdom,,15:40,AMS,Amsterdam,Netherlands,,18:00,327,80
EZY2925,BRS,Bristol,United Kingdom,,16:30,AMS,Amsterdam,Netherlands,,18:50,327,80
EZY2855,BRS,Bristol,United Kingdom,,13:15,AYT,Antalya,Turkey,Terminal 2,19:45,1974,270
EZY2703,BRS,Bristol,United Kingdom,,10:40,BCN,Barcelona,Spain,Terminal 2C,13:45,733,125
EZY2705,BRS,Bristol,United Kingdom,,18:35,BCN,Barcelona,Spain,Terminal 2C,21:40,733,125
EZY2881,BRS,Bristol,United Kingdom,,17:40,BSL,Basel,Switzerland,checkin Swiss sector,20:20,482,100
EZY261,BRS,Bristol,United Kingdom,,07:00,BHD,Belfast City (George Best),United Kingdom,Terminal 1,08:10,284,70
EZY223,BRS,Bristol,United Kingdom,,06:15,BFS,Belfast Intl,United Kingdom,,07:25,269,70
EZY225,BRS,Bristol,United Kingdom,,08:00,BFS,Belfast Intl,United Kingdom,,09:10,269,70
EZY227,BRS,Bristol,United Kingdom,,16:40,BFS,Belfast Intl,United Kingdom,,17:50,269,70
EZY229,BRS,Bristol,United Kingdom,,20:10,BFS,Belfast Intl,United Kingdom,,21:20,269,70
EZY2933,BRS,Bristol,United Kingdom,,13:00,BER,Berlin Brandenburg,Germany,Terminal 1,16:00,637,120
EZY2769,BRS,Bristol,United Kingdom,,10:35,BOD,Bordeaux,France,Billi L,13:05,462,90
EZY2931,BRS,Bristol,United Kingdom,,14:50,CPH,Copenhagen,Denmark,,17:45,696,115
EZY2811,BRS,Bristol,United Kingdom,,18:15,CFU,Corfu,Greece,,23:30,1358,195
EZY2901,BRS,Bristol,United Kingdom,,07:05,PFO,Cyprus Paphos,Cyprus,,13:40,2091,275
EZY213,BRS,Bristol,United Kingdom,,07:05,EDI,Edinburgh,United Kingdom,,08:20,317,75
EZY217,BRS,Bristol,United Kingdom,,16:20,EDI,Edinburgh,United Kingdom,,17:30,317,70
EZY219,BRS,Bristol,United Kingdom,,19:50,EDI,Edinburgh,United Kingdom,,21:00,317,70
EZY320,BRS,Bristol,United Kingdom,,20:45,EDI,Edinburgh,United Kingdom,,21:55,317,70
EZY2941,BRS,Bristol,United Kingdom,,16:45,NBE,Enfidha - Hammamet,Tunisia,,20:00,1386,195
EZY2873,BRS,Bristol,United Kingdom,,18:50,FAO,Faro,Portugal,,21:25,1025,155
EZY7508,BRS,Bristol,United Kingdom,,10:10,FAO,Faro,Portugal,,12:45,1025,155
EZY2885,BRS,Bristol,United Kingdom,,18:10,GVA,Geneva,Switzerland,,20:45,537,95
EZY201,BRS,Bristol,United Kingdom,,07:05,GLA,Glasgow,United Kingdom,,08:20,318,75
EZY203,BRS,Bristol,United Kingdom,,11:25,GLA,Glasgow,United Kingdom,,12:40,318,75
EZY207,BRS,Bristol,United Kingdom,,18:45,GLA,Glasgow,United Kingdom,,20:00,318,75
EZY209,BRS,Bristol,United Kingdom,,20:05,GLA,Glasgow,United Kingdom,,21:20,318,75
EZY2735,BRS,Bristol,United Kingdom,,17:25,LPA,Gran Canaria,Spain,,21:35,1297,190
EZY2727,BRS,Bristol,United Kingdom,,20:05,IBZ,Ibiza,Spain,,23:30,827,145
EZY245,BRS,Bristol,United Kingdom,,09:30,INV,Inverness,United Kingdom,,11:00,429,90
EZY233,BRS,Bristol,United Kingdom,,15:35,IOM,Isle of Man,United Kingdom,Terminal 1,16:30,179,55
EZY2805,BRS,Bristol,United Kingdom,,06:10,KGS,Kos,Greece,Terminal 1,12:15,1698,245
EZY2937,BRS,Bristol,United Kingdom,,10:10,KRK,Krakow,Poland,,13:40,987,150
EZY2877,BRS,Bristol,United Kingdom,,07:20,FNC,Madeira Funchal,Portugal,,10:55,1473,215
EZY2707,BRS,Bristol,United Kingdom,,17:55,MAD,Madrid,Spain,Terminal 1,21:10,753,135
EZY2709,BRS,Bristol,United Kingdom,,06:00,PMI,Majorca Palma,Spain,,09:20,858,140
EZY2711,BRS,Bristol,United Kingdom,,11:40,PMI,Majorca Palma,Spain,,15:00,858,140
EZY7268,BRS,Bristol,United Kingdom,,19:55,PMI,Majorca Palma,Spain,,23:15,858,140
EZY2715,BRS,Bristol,United Kingdom,,06:00,AGP,Malaga,Spain,,09:40,1019,160
EZY7004,BRS,Bristol,United Kingdom,,19:45,AGP,Malaga,Spain,,23:20,1019,155
EZY237,BRS,Bristol,United Kingdom,,07:00,NCL,Newcastle,United Kingdom,,08:05,256,65
EZY241,BRS,Bristol,United Kingdom,,17:15,NCL,Newcastle,United Kingdom,,18:15,256,60
EZY2767,BRS,Bristol,United Kingdom,,10:45,NCE,Nice,France,Terminal 2,13:50,706,125
EZY2773,BRS,Bristol,United Kingdom,,07:15,CDG,Paris Charles de Gaulle,France,,09:35,285,80
EZY2775,BRS,Bristol,United Kingdom,,14:45,CDG,Paris Charles de Gaulle,France,,17:05,285,80
EZY1724,BRS,Bristol,United Kingdom,,09:20,ORY,Paris Orly,France,ORY3,11:45,387,85
EZY2779,BRS,Bristol,United Kingdom,,13:55,ORY,Paris Orly,France,ORY3,16:20,387,85
EZY7353,BRS,Bristol,United Kingdom,,16:10,ORY,Paris Orly,France,ORY3,18:35,387,85
EZY2935,BRS,Bristol,United Kingdom,,18:20,PRG,Prague,Czech,Terminal 1,21:20,748,120
EZY2801,BRS,Bristol,United Kingdom,,06:25,RHO,Rhodes,Greece,,12:40,1779,255
EZY2837,BRS,Bristol,United Kingdom,,12:15,FCO,Rome Fiumicino,Italy,Terminal 3,15:55,969,160
EZY2845,BRS,Bristol,United Kingdom,,06:00,CTA,Sicily Catania,Italy,Terminal A,10:10,1297,190
EZY2891,BRS,Bristol,United Kingdom,,06:05,SPU,Split,Croatia,,09:40,921,155
EZY4980,BRS,Bristol,United Kingdom,,16:10,TLS,Toulouse,France,,18:55,568,105
EZY1528,BRU,Brussels Intl,Belgium,Departure Hall 2,08:10,GVA,Geneva,Switzerland,,09:25,331,75
EZY1530,BRU,Brussels Intl,Belgium,Departure Hall 2,17:15,GVA,Geneva,Switzerland,,18:35,331,80
EZY1746,BRU,Brussels Intl,Belgium,Departure Hall 2,17:00,NCE,Nice,France,Terminal 2,18:40,516,100
EZY1214,BUD,Budapest,Hungary,Terminal 2,21:15,BSL,Basel,Switzerland,checkin Swiss sector,22:55,548,100
EZY1566,BUD,Budapest,Hungary,Terminal 2,14:30,GVA,Geneva,Switzerland,,16:25,628,115
EZY8732,BUD,Budapest,Hungary,Terminal 2,12:25,LGW,London Gatwick,United Kingdom,North Terminal,14:10,913,165
EZY7936,CPH,Copenhagen,Denmark,,09:25,AMS,Amsterdam,Netherlands,,11:05,482,100
EZY7938,CPH,Copenhagen,Denmark,,16:55,AMS,Amsterdam,Netherlands,,18:35,482,100
EZY1264,CPH,Copenhagen,Denmark,,15:20,BSL,Basel,Switzerland,checkin Swiss sector,17:05,597,105
EZY5264,CPH,Copenhagen,Denmark,,08:10,BER,Berlin Brandenburg,Germany,Terminal 1,09:15,232,65
EZY5268,CPH,Copenhagen,Denmark,,21:20,BER,Berlin Brandenburg,Germany,Terminal 1,22:25,232,65
EZY1956,CPH,Copenhagen,Denmark,,15:10,BOD,Bordeaux,France,Billi L,17:50,966,160
EZY2932,CPH,Copenhagen,Denmark,,18:15,BRS,Bristol,United Kingdom,,19:20,696,125
EZY1540,CPH,Copenhagen,Denmark,,20:55,GVA,Geneva,Switzerland,,22:55,708,120
EZY2236,CPH,Copenhagen,Denmark,,10:35,MAN,Manchester,United Kingdom,Terminal 1,11:35,620,120
EZY2238,CPH,Copenhagen,Denmark,,21:55,MAN,Manchester,United Kingdom,Terminal 1,22:50,620,115
EZY3922,CPH,Copenhagen,Denmark,,17:15,MXP,Milan Malpensa,Italy,T2,19:20,711,125
EZY4648,CPH,Copenhagen,Denmark,,09:25,CDG,Paris Charles de Gaulle,France,,11:30,625,125
EZY4652,CPH,Copenhagen,Denmark,,20:35,CDG,Paris Charles de Gaulle,France,,22:35,625,120
EZY8208,CFU,Corfu,Greece,,11:50,LGW,London Gatwick,United Kingdom,North Terminal,13:10,1255,200
EZY8210,CFU,Corfu,Greece,,12:45,LGW,London Gatwick,United Kingdom,North Terminal,14:00,1255,195
EZY8212,CFU,Corfu,Greece,,15:55,LGW,London Gatwick,United Kingdom,North Terminal,17:10,1255,195
EZY8214,CFU,Corfu,Greece,,22:40,LGW,London Gatwick,United Kingdom,North Terminal,23:55,1255,195
EZY2062,CFU,Corfu,Greece,,23:25,MAN,Manchester,United Kingdom,Terminal 1,06 Jun 00:55,1411,210
EZY2080,CFU,Corfu,Greece,,11:45,MAN,Manchester,United Kingdom,Terminal 1,13:15,1411,210
EZY5010,CHQ,Crete Chania,Greece,Terminal 1,18:30,BER,Berlin Brandenburg,Germany,Terminal 1,20:45,1386,195
EZY8224,CHQ,Crete Chania,Greece,Terminal 1,14:45,LGW,London Gatwick,United Kingdom,North Terminal,16:50,1619,245
EZY8226,CHQ,Crete Chania,Greece,Terminal 1,18:05,LGW,London Gatwick,United Kingdom,North Terminal,20:05,1619,240
EZY2388,CHQ,Crete Chania,Greece,Terminal 1,21:15,LTN,London Luton,United Kingdom,,23:25,1717,250
EZY8216,HER,Crete Heraklion,Greece,,13:55,LGW,London Gatwick,United Kingdom,North Terminal,16:00,1667,245
EZY8218,HER,Crete Heraklion,Greece,,23:35,LGW,London Gatwick,United Kingdom,North Terminal,06 Jun 01:35,1667,240
EZY2392,HER,Crete Heraklion,Greece,,22:35,LTN,London Luton,United Kingdom,,06 Jun 00:40,1700,245
EZY8658,LCA,Cyprus Larnaca,Cyprus,New Terminal,20:55,LGW,London Gatwick,United Kingdom,North Terminal,23:45,2021,290
EZY8660,LCA,Cyprus Larnaca,Cyprus,New Terminal,23:20,LGW,London Gatwick,United Kingdom,North Terminal,06 Jun 02:10,2021,290
EZY2902,PFO,Cyprus Paphos,Cyprus,,14:20,BRS,Bristol,United Kingdom,,17:20,2091,300
EZY8652,PFO,Cyprus Paphos,Cyprus,,14:55,LGW,London Gatwick,United Kingdom,North Terminal,17:45,1982,290
EZY8654,PFO,Cyprus Paphos,Cyprus,,21:30,LGW,London Gatwick,United Kingdom,North Terminal,06 Jun 00:15,1982,285
EZY8656,PFO,Cyprus Paphos,Cyprus,,23:15,LGW,London Gatwick,United Kingdom,North Terminal,06 Jun 02:05,1982,290
EZY2592,PFO,Cyprus Paphos,Cyprus,,14:30,LTN,London Luton,United Kingdom,,17:25,2009,295
EZY2270,PFO,Cyprus Paphos,Cyprus,,22:10,MAN,Manchester,United Kingdom,Terminal 1,06 Jun 01:10,2123,300
EZY3410,DLM,Dalaman,Turkey,,15:00,LPL,Liverpool,United Kingdom,,17:35,1933,275
EZY8564,DLM,Dalaman,Turkey,,14:30,LGW,London Gatwick,United Kingdom,North Terminal,16:50,1738,260
EZY8568,DLM,Dalaman,Turkey,,01:25,LGW,London Gatwick,United Kingdom,,03:40,1738,255
EZY2144,DLM,Dalaman,Turkey,,13:35,MAN,Manchester,United Kingdom,Terminal 1,16:10,1882,275
EZY2146,DLM,Dalaman,Turkey,,22:30,MAN,Manchester,United Kingdom,Terminal 1,06 Jun 01:05,1882,275
EZY6428,DBV,Dubrovnik,Croatia,,18:20,LGW,London Gatwick,United Kingdom,South Terminal,20:15,1052,175
EZY8602,DBV,Dubrovnik,Croatia,,11:20,LGW,London Gatwick,United Kingdom,North Terminal,13:15,1052,175
EZY3205,EDI,Edinburgh,United Kingdom,,16:35,ALC,Alicante,Spain,,20:40,1227,185
EZY3301,EDI,Edinburgh,United Kingdom,,10:05,AMS,Amsterdam,Netherlands,,12:40,415,95
EZY7838,EDI,Edinburgh,United Kingdom,,19:45,AMS,Amsterdam,Netherlands,,22:15,415,90
EZY1232,EDI,Edinburgh,United Kingdom,,15:30,BSL,Basel,Switzerland,checkin Swiss sector,18:35,742,125
EZY58,EDI,Edinburgh,United Kingdom,,17:30,BFS,Belfast Intl,United Kingdom,,18:20,143,50
EZY60,EDI,Edinburgh,United Kingdom,,22:10,BFS,Belfast Intl,United Kingdom,,23:00,143,50
EZY323,EDI,Edinburgh,United Kingdom,,07:00,BFS,Belfast Intl,United Kingdom,,07:55,143,55
EZY327,EDI,Edinburgh,United Kingdom,,16:00,BFS,Belfast Intl,United Kingdom,,16:50,143,50
EZY329,EDI,Edinburgh,United Kingdom,,20:10,BFS,Belfast Intl,United Kingdom,,21:00,143,50
EZY3261,EDI,Edinburgh,United Kingdom,,13:55,BER,Berlin Brandenburg,Germany,Terminal 1,17:00,669,125
EZY331,EDI,Edinburgh,United Kingdom,,06:35,BHX,Birmingham,United Kingdom,,07:45,284,70
EZY335,EDI,Edinburgh,United Kingdom,,19:50,BHX,Birmingham,United Kingdom,,21:00,284,70
EZY214,EDI,Edinburgh,United Kingdom,,08:50,BRS,Bristol,United Kingdom,,10:05,317,75
EZY218,EDI,Edinburgh,United Kingdom,,18:00,BRS,Bristol,United Kingdom,,19:15,317,75
EZY220,EDI,Edinburgh,United Kingdom,,21:30,BRS,Bristol,United Kingdom,,22:40,317,70
EZY319,EDI,Edinburgh,United Kingdom,,19:00,BRS,Bristol,United Kingdom,,20:15,317,75
EZY3291,EDI,Edinburgh,United Kingdom,,10:45,GVA,Geneva,Switzerland,,14:00,786,135
EZY305,EDI,Edinburgh,United Kingdom,,13:55,JER,Jersey,Jersey,,15:30,450,95
EZY3313,EDI,Edinburgh,United Kingdom,,06:20,KRK,Krakow,Poland,,10:00,1041,160
EZY806,EDI,Edinburgh,United Kingdom,,06:00,LGW,London Gatwick,United Kingdom,North Terminal,07:35,357,95
EZY814,EDI,Edinburgh,United Kingdom,,15:40,LGW,London Gatwick,United Kingdom,North Terminal,17:15,357,95
EZY816,EDI,Edinburgh,United Kingdom,,21:15,LGW,London Gatwick,United Kingdom,North Terminal,22:45,357,90
EZY6474,EDI,Edinburgh,United Kingdom,,08:30,LGW,London Gatwick,United Kingdom,South Terminal,10:05,357,95
EZY301,EDI,Edinburgh,United Kingdom,,07:00,LTN,London Luton,United Kingdom,,08:20,307,80
EZY602,EDI,Edinburgh,United Kingdom,,14:15,LTN,London Luton,United Kingdom,,15:30,307,75
EZY604,EDI,Edinburgh,United Kingdom,,15:45,LTN,London Luton,United Kingdom,,17:00,307,75
EZY606,EDI,Edinburgh,United Kingdom,,21:50,LTN,London Luton,United Kingdom,,23:05,307,75
EZY307,EDI,Edinburgh,United Kingdom,,06:05,STN,London Stansted,United Kingdom,,07:40,317,95
EZY309,EDI,Edinburgh,United Kingdom,,10:20,STN,London Stansted,United Kingdom,,11:55,317,95
EZY311,EDI,Edinburgh,United Kingdom,,15:50,STN,London Stansted,United Kingdom,,17:15,317,85
EZY313,EDI,Edinburgh,United Kingdom,,19:00,STN,London Stansted,United Kingdom,,20:25,317,85
EZY3209,EDI,Edinburgh,United Kingdom,,12:00,MAD,Madrid,Spain,Terminal 1,16:00,1068,180
EZY3834,EDI,Edinburgh,United Kingdom,,17:00,MXP,Milan Malpensa,Italy,T2,20:25,886,145
EZY3263,EDI,Edinburgh,United Kingdom,,14:10,MUC,Munich,Germany,Terminal 1,17:25,828,135
EZY3245,EDI,Edinburgh,United Kingdom,,18:00,NCE,Nice,France,Terminal 2,21:40,970,160
EZY3241,EDI,Edinburgh,United Kingdom,,09:50,CDG,Paris Charles de Gaulle,France,,12:40,540,110
EZY3243,EDI,Edinburgh,United Kingdom,,19:20,CDG,Paris Charles de Gaulle,France,,22:10,540,110
EZY3325,EDI,Edinburgh,United Kingdom,,06:00,PRG,Prague,Czech,Terminal 1,09:20,836,140
EZY3227,EDI,Edinburgh,United Kingdom,,14:40,RHO,Rhodes,Greece,,21:15,1933,275
EZY3275,EDI,Edinburgh,United Kingdom,,06:25,CTA,Sicily Catania,Italy,Terminal A,11:20,1574,235
EZY3201,EDI,Edinburgh,United Kingdom,,15:30,TFS,Tenerife South,Spain,,20:20,2034,290
EZY3271,EDI,Edinburgh,United Kingdom,,07:10,VCE,Venice Marco Polo,Italy,,10:55,1010,165
EZY2942,NBE,Enfidha - Hammamet,Tunisia,,20:50,BRS,Bristol,United Kingdom,,06 Jun 00:05,1386,195
EZY8846,NBE,Enfidha - Hammamet,Tunisia,,11:45,LGW,London Gatwick,United Kingdom,North Terminal,14:50,1194,185
EZY2276,NBE,Enfidha - Hammamet,Tunisia,,10:25,MAN,Manchester,United Kingdom,Terminal 1,13:50,1401,205
EZY3044,FAO,Faro,Portugal,,14:15,BFS,Belfast Intl,United Kingdom,,17:15,1221,180
EZY3046,FAO,Faro,Portugal,,20:10,BFS,Belfast Intl,United Kingdom,,23:10,1221,180
EZY2874,FAO,Faro,Portugal,,21:55,BRS,Bristol,United Kingdom,,06 Jun 00:30,1025,155
EZY7507,FAO,Faro,Portugal,,07:00,BRS,Bristol,United Kingdom,,09:40,1025,160
EZY7527,FAO,Faro,Portugal,,06:00,GVA,Geneva,Switzerland,,09:35,965,155
EZY3422,FAO,Faro,Portugal,,09:50,LPL,Liverpool,United Kingdom,,12:45,1154,175
EZY3424,FAO,Faro,Portugal,,12:45,LPL,Liverpool,United Kingdom,,15:40,1154,175
